Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit
ORD103279,2025-02-23,CUST1879,Pooja Singh,Jaipur,Maharashtra,West,Electronics,Phones,Phones Product 11,5.0,591.0,0.15,142.03
ORD104183,2025-07-14,CUST1583,Sneha Joshi,Ahmedabad,Maharashtra,East,Home & Kitchen,Decor,Decor Product 18,3.0,2472.47,0.05,147.57
ORD103555,2025-07-02,CUST2155,Pooja Singh,Delhi,Maharashtra,East,Clothing,Men,Men Product 1,6.0,1279.35,0.1,305.99
ORD101029,2024-05-11,CUST2029,Pooja Singh,Mumbai,Uttar Pradesh,West,Furniture,Beds,Beds Product 21,5.0,2083.57,0.2,323.29
ORD103996,2025-10-28,CUST1396,Pooja Singh,Bengaluru,Tamil Nadu,North,Electronics,Laptops,Laptops Product 17,6.0,804.1,0.1,92.02
ORD101292,2025-07-05,CUST1092,Rahul Singh,Ahmedabad,West Bengal,West,Clothing,Men,Men Product 24,6.0,1319.92,0.2,48.51
ORD104308,2024-07-26,CUST1708,Rohit Agarwal,bengaluru,Delhi,West,Furniture,Tables,Tables Product 3,3.0,1855.33,0.2,238.37
ORD100931,2025-03-12,CUST1931,Anjali Mehta,Delhi,Maharashtra,North,Electronics,Audio,Audio Product 3,6.0,1325.49,0.15,63.01
ORD103609,2024-01-27,CUST1009,Neha Verma,Chennai,Delhi,North,Home & Kitchen,Bedding,Bedding Product 11,5.0,2526.34,0.15,56.84
ORD100828,2025-11-02,CUST1828,Arjun Kumar,,Delhi,South,Furniture,Chairs,Chairs Product 22,6.0,2471.9,0.4,311.25
ORD103702,2025-06-19,CUST1102,Aman Sharma,Agra,Delhi,North,Home & Kitchen,Decor,Decor Product 30,3.0,2327.41,0.15,364.48
ORD103616,2025-03-12,CUST1016,Anjali Mehta,Jaipur,Uttar Pradesh,North,Clothing,Footwear,Footwear Product 14,1.0,892.32,0.0,179.69
ORD103290,2024-04-14,CUST1890,Pooja Singh,,Delhi,West,Electronics,Laptops,Laptops Product 3,4.0,802.23,0.05,129.01
ORD101215,2024-09-20,CUST1015,Priya Gupta,Jaipur,Gujarat,East,Furniture,Beds,Beds Product 7,4.0,738.86,0.05,83.94
ORD100227,2024-09-03,CUST1227,Vikas Yadav,Kolkata,Rajasthan,West,Sports,Cricket,Cricket Product 26,1.0,1222.8,0.1,190.12
ORD101862,2025-08-16,CUST1662,Priya Gupta,Kolkata,Delhi,East,Home & Kitchen,Appliances,Appliances Product 24,4.0,614.37,0.05,161.89
ORD103450,2024-05-18,CUST2050,Anjali Mehta,Kolkata,West Bengal,East,Home & Kitchen,Bedding,Bedding Product 29,7.0,1581.34,0.05,126.55
ORD100812,2024-07-23,CUST1812,Aman Sharma,Kolkata,Gujarat,South,Furniture,Chairs,Chairs Product 22,1.0,1294.93,0.1,313.15
ORD102344,2024-05-13,CUST2144,Neha Verma,Delhi,Rajasthan,North,Sports,Fitness,Fitness Product 24,5.0,1161.34,0.05,50.88
ORD100106,2025-05-13,CUST1106,Anjali Mehta,Agra,West Bengal,West,Home & Kitchen,Appliances,Appliances Product 17,3.0,1360.39,0.0,291.31
ORD102052,2025-08-11,CUST1852,Rohit Agarwal,Bengaluru,Delhi,East,Clothing,Women,Women Product 19,1.0,1908.85,0.2,244.08
ORD103543,2024-01-19,CUST2143,Neha Verma,Agra,Karnataka,East,Sports,Cricket,Cricket Product 24,4.0,6383.57,0.05,938.77
ORD100731,2024-08-04,CUST1731,Rahul Singh,Mumbai,Delhi,East,Electronics,Laptops,Laptops Product 11,3.0,950.45,0.0,170.63
ORD104716,2025-07-24,CUST2116,Rahul Singh,Bengaluru,Karnataka,West,Electronics,Phones,Phones Product 8,6.0,1521.7,0.1,257.53
ORD100544,2025-10-24,CUST1544,Priya Gupta,Chennai,Tamil Nadu,West,Electronics,Laptops,Laptops Product 21,1.0,3672.75,0.2,159.38
ORD101073,2024-07-14,CUST2073,Neha Verma,Delhi,Karnataka,East,Furniture,Beds,Beds Product 11,2.0,2365.96,0.15,243.4
ORD102173,2025-11-12,CUST1973,Aman Sharma,Ahmedabad,Tamil Nadu,North,Electronics,Phones,Phones Product 5,6.0,801.92,0.2,5.96
ORD104243,2024-05-05,CUST1643,Rohit Agarwal,Agra,Tamil Nadu,West,Home & Kitchen,Appliances,Appliances Product 5,4.0,811.97,0.15,127.7
ORD100079,2024-09-26,CUST1079,Rohit Agarwal,Bengaluru,Maharashtra,South,Clothing,Men,Men Product 27,6.0,2116.62,0.1,523.34
ORD102312,2024-04-23,CUST2112,Neha Verma,Bengaluru,Tamil Nadu,East,Clothing,,Women Product 7,6.0,1378.51,0.05,382.88
ORD100373,2025-09-30,CUST1373,Priya Gupta,Kolkata,Rajasthan,East,Home & Kitchen,Decor,Decor Product 15,1.0,662.22,0.4,8.73
ORD100333,2025-03-28,CUST1333,Anjali Mehta,Mumbai,Karnataka,East,Electronics,Audio,Audio Product 28,4.0,1270.8,0.1,42.61
ORD102277,2025-03-21,CUST2077,Arjun Kumar,Kolkata,Maharashtra,North,Home & Kitchen,Bedding,Bedding Product 13,4.0,1458.29,0.05,407.78
ORD103357,2025-10-29,CUST1957,Sneha Joshi,Ahmedabad,,East,Clothing,Women,Women Product 13,1.0,2168.67,0.15,494.08
ORD103230,2025-09-09,CUST1830,Aman Sharma,Chennai,Tamil Nadu,East,Electronics,Accessories,Accessories Product 8,6.0,824.2,0.05,103.83
ORD101503,2025-08-07,CUST1303,Arjun Kumar,Chennai,Delhi,North,Furniture,Tables,Tables Product 26,5.0,,0.1,161.32
ORD101451,2024-06-19,CUST1251,Vikas Yadav,,Uttar Pradesh,South,Furniture,Beds,Beds Product 26,5.0,657.83,0.15,61.8
ORD103007,2024-07-29,CUST1607,Rahul Singh,Mumbai,Rajasthan,South,Clothing,Footwear,Footwear Product 14,3.0,560.64,0.2,105.8
ORD100724,2024-03-05,CUST1724,Neha Verma,Agra,Uttar Pradesh,South,Home & Kitchen,Bedding,Bedding Product 4,1.0,1342.52,,303.75
ORD100084,2024-09-08,CUST1084,Aman Sharma,Bengaluru,Rajasthan,North,Home & Kitchen,Appliances,Appliances Product 20,2.0,1838.48,0.15,142.28
ORD104197,2025-02-22,CUST1597,Arjun Kumar,Agra,Maharashtra,East,Furniture,Chairs,Chairs Product 10,2.0,4417.81,0.0,1011.14
ORD102997,2025-10-06,CUST1597,Rahul Singh,Ahmedabad,Tamil Nadu,South,Sports,Fitness,Fitness Product 4,1.0,3164.17,0.2,171.81
ORD103352,2025-09-03,CUST1952,Neha Verma,Jaipur,Delhi,West,Clothing,Footwear,Footwear Product 28,7.0,3294.31,0.0,349.15
ORD103336,2025-09-25,CUST1936,Sneha Joshi,Bengaluru,Karnataka,South,Clothing,Footwear,Footwear Product 26,5.0,1375.95,0.05,325.4
ORD100029,2024-01-22,CUST1029,Rahul Singh,Agra,West Bengal,South,Home & Kitchen,Bedding,Bedding Product 26,6.0,2528.23,0.0,458.63
ORD101919,2024-11-13,CUST1719,Rohit Agarwal,Delhi,Uttar Pradesh,West,Furniture,Tables,Tables Product 30,2.0,2833.77,0.05,284.22
ORD102142,2024-09-19,CUST1942,Aman Sharma,Delhi,Gujarat,South,Furniture,Storage,Storage Product 16,4.0,1938.53,0.0,181.39
ORD102634,2025-02-24,CUST1234,Priya Gupta,Mumbai,Maharashtra,South,Home & Kitchen,Appliances,Appliances Product 12,5.0,450.56,0.05,60.6
ORD104914,2024-04-27,CUST1114,Rahul Singh,Chennai,West Bengal,West,Home & Kitchen,Decor,Decor Product 3,5.0,1455.45,0.1,370.58
ORD101344,2024-05-28,CUST1144,Anjali Mehta,Mumbai,Delhi,North,Furniture,Storage,Storage Product 8,1.0,3774.77,0.05,282.5
ORD104428,2025-08-11,CUST1828,Priya Gupta,Agra,Uttar Pradesh,South,Clothing,Kids,Kids Product 12,3.0,2058.49,0.2,3.03
ORD100248,2024-12-11,CUST1248,Rohit Agarwal,Jaipur,Karnataka,North,Home & Kitchen,Bedding,Bedding Product 5,7.0,1877.03,0.15,33.24
ORD101723,2024-09-13,CUST1523,Rahul Singh,Jaipur,Rajasthan,East,Home & Kitchen,Cookware,Cookware Product 9,2.0,489.11,0.1,50.21
ORD101935,2025-02-27,CUST1735,Priya Gupta,Chennai,Maharashtra,South,Electronics,Phones,Phones Product 23,1.0,805.34,0.15,15.19
ORD104832,2025-02-18,CUST1032,Vikas Yadav,Kolkata,Delhi,West,Home & Kitchen,Decor,Decor Product 14,4.0,1940.07,0.15,464.1
ORD100829,2024-03-01,CUST1829,Arjun Kumar,Agra,Tamil Nadu,West,Clothing,Men,Men Product 26,4.0,3129.64,0.0,534.69
ORD100530,2025-02-16,CUST1530,Priya Gupta,Bengaluru,Delhi,North,Home & Kitchen,Appliances,Appliances Product 2,1.0,808.4,0.15,2.06
ORD104036,2025-12-09,CUST1436,Pooja Singh,Ahmedabad,Tamil Nadu,South,Home & Kitchen,Bedding,Bedding Product 12,6.0,1593.84,0.2,316.57
ORD103749,2024-12-21,CUST1149,Neha Verma,Kolkata,Delhi,West,Sports,Outdoor,Outdoor Product 26,5.0,429.17,0.15,77.26
ORD102726,2024-02-29,CUST1326,Rohit Agarwal,Kolkata,West Bengal,East,Home & Kitchen,Decor,Decor Product 7,2.0,738.83,0.15,179.82
ORD103632,2025-03-31,CUST1032,Arjun Kumar,Mumbai,Tamil Nadu,West,Electronics,Phones,Phones Product 23,4.0,1879.25,0.05,132.55
ORD100807,2025-05-22,CUST1807,Neha Verma,Bengaluru,Gujarat,West,Electronics,Audio,Audio Product 17,3.0,825.74,0.2,180.91
ORD101615,2025-10-28,CUST1415,Neha Verma,Chennai,West Bengal,West,Home & Kitchen,Decor,Decor Product 29,2.0,934.7,0.0,197.14
ORD100896,2024-09-29,CUST1896,Vikas Yadav,Jaipur,Karnataka,North,Electronics,,Phones Product 7,7.0,1165.78,0.1,151.57
ORD104654,2024-07-12,CUST2054,Anjali Mehta,Ahmedabad,Maharashtra,North,Home & Kitchen,Cookware,Cookware Product 6,,1134.82,0.1,245.46
ORD100023,2025-01-20,CUST1023,Anjali Mehta,Agra,Uttar Pradesh,East,Clothing,Men,Men Product 23,2.0,2386.49,0.2,318.54
ORD102767,2025-05-14,CUST1367,Pooja Singh,Ahmedabad,Gujarat,West,Clothing,Men,Men Product 13,7.0,506.86,0.0,148.2
ORD101592,2025-11-28,CUST1392,Sneha Joshi,,Gujarat,East,Furniture,Storage,Storage Product 30,2.0,1033.92,0.0,76.2
ORD104714,2024-02-13,CUST2114,Priya Gupta,Delhi,Uttar Pradesh,West,Sports,Outdoor,Outdoor Product 28,1.0,2606.7,0.15,358.92
ORD103904,2024-07-28,CUST1304,Pooja Singh,Chennai,Tamil Nadu,South,Sports,Cycling,Cycling Product 5,7.0,731.13,0.3,9.93
ORD101501,2025-03-07,CUST1301,Priya Gupta,,Gujarat,South,Home & Kitchen,Decor,Decor Product 11,7.0,2153.94,0.0,584.36
ORD104288,2024-07-20,CUST1688,Arjun Kumar,Delhi,Tamil Nadu,North,Home & Kitchen,Appliances,Appliances Product 5,7.0,550.47,0.2,36.83
ORD104091,2025-11-11,CUST1491,Pooja Singh,Ahmedabad,West Bengal,West,Sports,Cycling,Cycling Product 20,1.0,1052.82,0.1,264.34
ORD103862,2024-10-27,CUST1262,Sneha Joshi,Delhi,Maharashtra,South,Clothing,Men,Men Product 3,5.0,1208.05,0.1,161.89
ORD102131,2024-04-15,CUST1931,Arjun Kumar,Jaipur,West Bengal,West,Sports,Cricket,Cricket Product 8,4.0,743.07,0.05,93.53
ORD100296,2025-04-17,CUST1296,Neha Verma,Jaipur,Delhi,South,Clothing,Kids,Kids Product 20,4.0,3783.61,0.05,235.76
ORD104237,2024-07-28,CUST1637,Rahul Singh,Jaipur,Tamil Nadu,North,Clothing,Kids,Kids Product 27,7.0,827.06,0.15,89.26
ORD104900,2025-12-26,CUST1100,Vikas Yadav,Kolkata,West Bengal,East,Sports,Cricket,Cricket Product 11,5.0,1143.47,0.1,263.82
ORD100393,2025-02-03,CUST1393,Anjali Mehta,Ahmedabad,Delhi,North,Sports,Outdoor,Outdoor Product 9,6.0,3997.31,0.15,638.5
ORD102753,2024-07-16,CUST1353,Sneha Joshi,Ahmedabad,Delhi,East,Electronics,Audio,Audio Product 10,6.0,982.26,0.0,58.81
ORD103323,2024-10-05,CUST1923,Aman Sharma,Bengaluru,Rajasthan,East,Home & Kitchen,Cookware,Cookware Product 14,7.0,1728.7,0.05,278.01
ORD101094,2025-09-18,CUST2094,Aman Sharma,Delhi,Tamil Nadu,South,Home & Kitchen,Cookware,Cookware Product 13,1.0,994.48,0.3,18.09
ORD104612,2024-11-09,CUST2012,Priya Gupta,Ahmedabad,Karnataka,South,Furniture,,Chairs Product 15,2.0,2152.4,0.2,451.75
ORD104315,2025-03-14,CUST1715,Rohit Agarwal,Chennai,West Bengal,South,Home & Kitchen,Bedding,Bedding Product 10,5.0,1097.85,0.3,158.86
ORD101893,2025-05-26,CUST1693,Neha Verma,Ahmedabad,Delhi,North,Furniture,Beds,Beds Product 20,6.0,1139.06,0.05,276.89
ORD102867,2025-10-25,CUST1467,Rahul Singh,Mumbai,Tamil Nadu,South,Home & Kitchen,Decor,Decor Product 26,2.0,2985.38,0.4,-138.63
ORD100168,2025-10-01,CUST1168,Neha Verma,Ahmedabad,Maharashtra,North,Sports,Outdoor,Outdoor Product 28,1.0,569.98,0.05,25.82
ORD101436,2025-08-16,CUST1236,Rohit Agarwal,Jaipur,West Bengal,West,Electronics,Accessories,Accessories Product 14,3.0,2166.01,0.0,194.24
ORD104064,2025-09-06,CUST1464,Rohit Agarwal,Chennai,Rajasthan,South,Clothing,Women,Women Product 21,4.0,1324.69,0.0,389.89
ORD104957,2024-12-31,CUST1157,Arjun Kumar,Mumbai,Gujarat,South,Clothing,,Footwear Product 18,4.0,2469.81,0.1,515.93
ORD101187,2025-07-14,CUST2187,Vikas Yadav,Kolkata,Tamil Nadu,East,Home & Kitchen,Appliances,Appliances Product 6,4.0,1279.0,0.05,134.43
ORD100429,2024-04-15,CUST1429,Vikas Yadav,Mumbai,Maharashtra,North,Home & Kitchen,Bedding,Bedding Product 6,7.0,1443.57,0.15,309.48
ORD103134,2025-09-23,CUST1734,Priya Gupta,Bengaluru,Delhi,West,Sports,Cycling,Cycling Product 10,3.0,1073.39,0.1,44.12
ORD103326,2024-10-20,CUST1926,Anjali Mehta,Bengaluru,Karnataka,South,Electronics,Phones,Phones Product 9,3.0,,0.15,126.67
ORD100676,2024-08-20,CUST1676,Aman Sharma,Delhi,Gujarat,East,Electronics,Audio,Audio Product 21,7.0,1001.36,0.4,114.13
ORD100670,2024-08-14,CUST1670,Pooja Singh,Ahmedabad,Uttar Pradesh,West,Electronics,Phones,Phones Product 12,2.0,1459.3,0.05,348.21
ORD102880,2024-07-16,CUST1480,Vikas Yadav,Mumbai,Tamil Nadu,North,Electronics,Audio,Audio Product 10,2.0,2548.72,0.05,326.48
ORD102846,2024-11-09,CUST1446,Rahul Singh,Chennai,West Bengal,West,Furniture,Chairs,Chairs Product 4,2.0,897.88,0.05,69.64
ORD102678,2024-11-09,CUST1278,Anjali Mehta,Jaipur,Rajasthan,West,Electronics,Phones,Phones Product 21,3.0,2263.18,0.3,-111.5
ORD100691,2025-10-29,CUST1691,Neha Verma,Kolkata,Maharashtra,East,Furniture,Chairs,Chairs Product 11,2.0,5978.12,0.3,284.37
ORD100624,2024-08-04,CUST1624,Arjun Kumar,,Gujarat,East,Furniture,Chairs,Chairs Product 30,3.0,2664.13,0.1,578.43
ORD100157,2024-03-26,CUST1157,Vikas Yadav,Kolkata,Maharashtra,West,Electronics,Audio,Audio Product 23,1.0,1369.88,0.0,73.9
ORD104783,2025-07-28,CUST2183,Neha Verma,Jaipur,Rajasthan,South,Clothing,Men,Men Product 10,3.0,1988.82,0.15,419.81
ORD101718,2024-03-24,CUST1518,Rahul Singh,Agra,Delhi,East,Home & Kitchen,Decor,Decor Product 30,3.0,944.22,0.1,65.6
ORD102002,2024-06-26,CUST1802,Anjali Mehta,Kolkata,West Bengal,North,Clothing,Women,Women Product 24,3.0,2651.13,0.1,536.69
ORD101541,2024-04-08,CUST1341,Sneha Joshi,Jaipur,Gujarat,South,Sports,Cycling,Cycling Product 20,7.0,1416.92,0.1,131.58
ORD100787,2025-12-04,CUST1787,Sneha Joshi,Ahmedabad,Delhi,North,Home & Kitchen,Cookware,Cookware Product 15,5.0,1569.94,0.05,413.6
ORD104731,2025-03-20,CUST2131,Aman Sharma,Bengaluru,Tamil Nadu,South,Home & Kitchen,Bedding,Bedding Product 4,1.0,1463.93,0.1,83.55
ORD101905,2025-06-13,CUST1705,Vikas Yadav,Bengaluru,Rajasthan,East,Electronics,Laptops,Laptops Product 13,6.0,1311.82,0.3,168.4
ORD101897,2024-10-21,CUST1697,Pooja Singh,,Karnataka,South,Sports,Cricket,Cricket Product 20,2.0,346.33,0.05,45.49
ORD100437,2025-04-18,CUST1437,Vikas Yadav,,Maharashtra,East,Clothing,Kids,Kids Product 3,7.0,1555.14,0.15,371.28
ORD101569,2024-02-09,CUST1369,Vikas Yadav,Mumbai,Rajasthan,North,Sports,Fitness,Fitness Product 13,3.0,,0.15,45.86
ORD104284,2025-01-26,CUST1684,Anjali Mehta,Jaipur,Tamil Nadu,West,Furniture,Tables,Tables Product 14,2.0,714.83,0.2,6.95
ORD103012,2024-12-29,CUST1612,Rahul Singh,Jaipur,Gujarat,South,Electronics,Accessories,Accessories Product 16,5.0,511.62,0.2,115.09
ORD103372,2024-05-05,CUST1972,Vikas Yadav,Chennai,Uttar Pradesh,East,Electronics,Audio,Audio Product 7,7.0,667.23,0.0,63.19
ORD103647,2024-02-28,CUST1047,Aman Sharma,Kolkata,Rajasthan,West,Electronics,Audio,Audio Product 26,5.0,375.73,0.05,37.92
ORD100179,2025-09-19,CUST1179,Aman Sharma,Mumbai,Rajasthan,West,Furniture,Chairs,Chairs Product 25,5.0,2754.34,0.15,487.37
ORD100893,2024-01-28,CUST1893,Pooja Singh,Agra,Delhi,South,Electronics,Audio,Audio Product 3,2.0,805.38,0.05,93.95
ORD103194,2024-12-26,CUST1794,Rahul Singh,Delhi,West Bengal,South,Home & Kitchen,Cookware,Cookware Product 3,1.0,806.35,0.3,-41.47
ORD100776,2025-01-23,CUST1776,Rohit Agarwal,Kolkata,Delhi,East,Electronics,Laptops,Laptops Product 25,5.0,1686.26,0.2,288.51
ORD104095,2024-11-21,CUST1495,Aman Sharma,Kolkata,Gujarat,East,Clothing,Men,Men Product 8,4.0,364.75,0.1,49.66
ORD100485,2025-10-20,CUST1485,Rohit Agarwal,Ahmedabad,Maharashtra,East,Furniture,Chairs,Chairs Product 22,6.0,856.93,0.0,192.11
ORD101454,2024-02-08,CUST1254,Aman Sharma,Chennai,Rajasthan,West,Electronics,Audio,Audio Product 30,4.0,995.55,0.1,143.25
ORD100599,2024-03-14,CUST1599,Rahul Singh,Bengaluru,Karnataka,West,Sports,Outdoor,Outdoor Product 7,4.0,618.47,0.2,-3.48
ORD104478,2025-01-19,CUST1878,Priya Gupta,Bengaluru,Delhi,North,Home & Kitchen,Appliances,Appliances Product 4,3.0,1518.77,0.15,235.85
ORD101129,2025-12-26,CUST2129,Rohit Agarwal,Delhi,Uttar Pradesh,East,Furniture,Storage,Storage Product 2,6.0,521.48,0.05,70.96
ORD100842,2025-06-07,CUST1842,Pooja Singh,Bengaluru,Delhi,West,Electronics,Laptops,Laptops Product 7,2.0,1076.74,0.05,51.9
ORD100586,2025-11-23,CUST1586,Vikas Yadav,Kolkata,Gujarat,North,Electronics,Phones,Phones Product 17,5.0,1576.3,0.0,457.79
ORD104114,2025-06-25,CUST1514,Anjali Mehta,Chennai,Maharashtra,West,Clothing,Footwear,Footwear Product 29,2.0,238.65,0.1,59.03
ORD101822,2025-02-19,CUST1622,Rahul Singh,Ahmedabad,Delhi,East,Home & Kitchen,Appliances,Appliances Product 7,3.0,1918.93,0.1,302.54
ORD104213,2024-08-27,CUST1613,Priya Gupta,Jaipur,Maharashtra,North,Furniture,Tables,Tables Product 2,7.0,1460.81,0.15,176.73
